filename,heteroatom,bond_angle[deg],scf_energy[hartree],bond_length[angstrom],ir_frequency[wavenumbers],force_constant[mg/s^2],carbon_partial_charge[-],heteroatom_partial_charge[-],homo_energy[hartree],somo-a_energy[hartree],somo-b_energy[hartree],lumo_energy[hartree],lumo+1_energy[hartree],lumo+2_energy[hartree],homo-1_energy[hartree],homo-2_energy[hartree],homo-3_energy[hartree],homo-4_energy[hartree],homo-5_energy[hartree],homo-6_energy[hartree],homo-7_energy[hartree],homo-8_energy[hartree],homo-9_energy[hartree],homo-10_energy[hartree],homo-11_energy[hartree],homo-12_energy[hartree],homo-13_energy[hartree],homo-14_energy[hartree],homo-15_energy[hartree]
CF3_radical_117.5_degrees.out,F,117.50000506294107,-337.61654713599995,1.3085861467714046,1364.31,807.0104981533888,0.508421,-0.16947366666666666,-15.061841767488126,-8.5403476207126,0.9162073346335,1.89704170876075,2.7931534355348253,2.7931534355348253,-15.77588211689265,-15.780140698652975,-16.341620417774678,-16.343049015489797,-18.534830841419627,-19.914965079770575,-19.91776785243073,-22.487080434544254,-37.71640827701513,-37.726843843181804,-39.70996876854822,-286.14063920864874,-676.3704045674829,-676.378159812222,-676.3784591374575
CF3_radical_118.0_degrees.out,F,117.99999144759936,-337.61302758399995,1.308425944114312,1375.06,819.778184910145,0.507635,-0.16921166666666668,-15.066903085107425,-8.3654328376112,1.05952969969185,1.8624152212846252,2.7853029509478997,2.7853029509478997,-15.7886442564811,-15.79297086670405,-16.32457248504085,-16.326041899833548,-18.519796551179503,-19.904706387606723,-19.9075227659594,-22.4615833667524,-37.714870833759804,-37.72534721700405,-39.67579126892542,-286.0615085009233,-676.3706222585631,-676.3782958691472,-676.3785951943828
CF3_radical_118.5_degrees.out,F,118.49998631692078,-337.6089081,1.3083843349850437,1387.64,834.8465949050207,0.508025,-0.16934166666666664,-15.06702553634015,-8.17922532971405,1.20385888599705,1.82046887123005,2.7775068891310752,2.7775068891310752,-15.797297476927,-15.80102543667885,-16.3013611735932,-16.302653714383077,-18.499156715619076,-19.887182255634528,-19.889590463211448,-22.427841249290402,-37.707115589020546,-37.71609534608705,-39.63302857731935,-285.9643638562949,-676.3670575671216,-676.3734794539935,-676.3738059906141
CF3_radical_119.0_degrees.out,F,119.00000322886865,-337.60404950200007,1.3084979851222636,1402.97,853.3944784554437,0.510512,-0.17017066666666666,-15.059719279454225,-7.98020125945835,1.34312675468295,1.7711074187493498,2.770023758242325,2.770023758242325,-15.8000730382021,-15.80249485147155,-16.268598665993,-16.269483036007124,-18.470258224695975,-19.858841598104952,-19.860351829975226,-22.38155468332035,-37.6898907822839,-37.6957140186846,-39.577639803050076,-285.84023912338927,-676.3572342571185,-676.3612071193359,-676.3615336559565
CF3_radical_119.5_degrees.out,F,119.50000271813478,-337.598252813,1.3088098383279831,1422.52,877.3438210100167,0.516883,-0.17229433333333333,-15.04052164730145,-7.767217748672001,1.4598908079325001,1.719174490381425,2.763220911979825,2.763220911979825,-15.794753212424823,-15.795311045818352,-16.219250819204824,-16.21953653874785,-18.42855677710685,-19.81339858507145,-19.8136434875369,-22.31517250949088,-37.6573459657641,-37.65852966101377,-39.50280849416258,-285.67348775580285,-676.3361182223198,-676.3369617752563,-676.3372066777217
CF3_radical_120.0_degrees.out,F,119.99999999531157,-337.591228037,1.309394737753901,1447.49,908.4148053352666,0.530508,-0.176836,-15.001187590211675,-7.541744212147701,1.5135516592511,1.6804254780702248,2.75784666343245,2.75784666343245,-15.79574642797915,-15.797583196470026,-16.11972517838445,-16.12054151993595,-18.366065831339526,-19.738594487569,-19.739438040505554,-22.214748892963847,-37.594746174456574,-37.5986237968262,-39.39630313307688,-285.4371432709511,-676.2921174126939,-676.2924847663921,-676.2941990836503
CH3_radical_95.0_degrees.out,H,95.00002161968739,-39.79457188799999,1.1020632083754298,3031.72,503.5317358766407,-0.654385,0.21812833333333334,-12.922918057017924,-10.9169355682095,-1.2566761843791001,2.1046373653072,4.42682975408915,4.42682975408915,-12.923149353790851,-21.844429153818403,-280.24620421896543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_95.5_degrees.out,H,95.50000242211713,-39.79609985900001,1.1015952446087494,3037.32,505.39363735683867,-0.655542,0.21851399999999999,-12.947054555557276,-10.87864914944415,-1.2247300183304,2.108487776291775,4.428081477801451,4.428081477801451,-12.9473402751003,-21.8279934772482,-280.23517000232766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_96.0_degrees.out,H,96.00001424476757,-39.797601523000004,1.1011299540084871,3042.98,507.27897921269533,-0.656731,0.21891033333333332,-12.971123025634,-10.84028109652365,-1.1927838522817,2.1122429474286752,4.429292384436176,4.429292384436176,-12.971463167947125,-21.811761886065877,-280.2242038141525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_96.5_degrees.out,H,96.49999185682452,-39.799076961,1.1006693684613158,3048.61,509.15781026883616,-0.657952,0.21931766666666666,-12.995109861555575,-10.801831409447999,-1.1608376862329999,2.1159573014879998,4.4304488683008,4.4304488683008,-12.9955044266388,-21.79574798596395,-280.2133192601325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_97.0_degrees.out,H,96.99996271425768,-39.800526231999996,1.100210759044679,3054.22,511.03342141104116,-0.659177,0.21972566666666668,-13.019001457629475,-10.7633000882172,-1.12886430879925,2.11957641569965,4.431550929395325,4.431550929395325,-13.0194504454828,-21.77996538263495,-280.20251634026766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_97.5_degrees.out,H,97.49997741187191,-39.80194943600001,1.0997554449053115,3059.8,512.9024232311339,-0.660427,0.22014233333333333,-13.042825025240749,-10.72468713283125,-1.09691814275055,2.123127501448675,4.43259856771975,4.43259856771975,-13.043328435864176,-21.764373259001303,-280.19180866025044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_98.0_degrees.out,H,98.00002802246466,-39.803346644,1.099302851976688,3065.36,514.768119313678,-0.661697,0.2205653333333333,-13.066566958696875,-10.685992543290151,-1.06497197670185,2.126610558735075,4.433618994659125,4.433618994659125,-13.067111186397874,-21.74899882644805,-280.1811690086959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_98.5_degrees.out,H,98.50002093577501,-39.804717905,1.0988523591443056,3070.9,516.6304731072148,-0.662974,0.22099100000000002,-13.090227257997851,-10.647189108208849,-1.0330530220382,2.130011981866325,4.434598604520925,4.434598604520925,-13.09082590846895,-21.73381487359015,-280.17059738560397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_99.0_degrees.out,H,99.00003473305435,-39.806063289,1.0984054189853376,3076.44,518.4961896787358,-0.664288,0.221429,-13.113833134528726,-10.60833125035745,-1.0011068559895,2.13334537653495,4.435523791612626,4.435523791612626,-13.114445390692351,-21.7188214004276,-280.1601210023598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_99.5_degrees.out,H,99.49998429389673,-39.807382887,1.097960015777452,3081.95,520.3551386042325,-0.665619,0.221873,-13.137330165519401,-10.5693917583509,-0.9691879013258501,2.13661074274095,4.4364081616267494,4.4364081616267494,-13.1379832387606,-21.704032012652924,-280.1497126475781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_100.0_degrees.out,H,99.99998781637852,-39.808676717999994,1.097516531187858,3087.44,522.2106483508705,-0.66696,0.22232,-13.160772773739975,-10.53034342080415,-0.9372689466622001,2.1397944747918,4.43727892594835,4.43727892594835,-13.161425846981174,-21.689433104573602,-280.1393723212591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_100.5_degrees.out,H,100.50001399541662,-39.809944872,1.0970743267457044,3092.92,524.0660716329305,-0.668345,0.22278166666666666,-13.18416095919045,-10.4912406604873,-0.9053772033836001,2.1428965726875,4.438081661807325,4.438081661807325,-13.184841243816699,-21.675051887574675,-280.129236080328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_101.0_degrees.out,H,100.99999750375707,-39.8111874,1.0966342314159248,3098.4,525.9247852474582,-0.669759,0.22325266666666665,-13.207440299100725,-10.4520018432452,-0.873485460105,2.14591703642805,4.438843580588725,4.438843580588725,-13.20810697803445,-21.660806727501,-280.11900459954916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_101.5_degrees.out,H,101.49999919151679,-39.812404351,1.0961954184061342,3103.88,527.786789194454,-0.671189,0.2237296666666667,-13.230651610548374,-10.41268139184795,-0.8415937168264,2.14891028878355,4.439578287985075,4.439578287985075,-13.231304683789574,-21.646738441430152,-280.10885475292554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_102.0_degrees.out,H,102.00003228215337,-39.813595775,1.0957575515499451,3109.34,529.6452698482188,-0.67266,0.22422,-13.253781287840877,-10.37327930629555,-0.80972918493285,2.1517946955988503,4.44027217830385,4.44027217830385,-13.254379938311974,-21.632833423669602,-280.098759329072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_102.5_degrees.out,H,102.500025427616,-39.814761723000004,1.0953218623013015,3114.78,531.500191314695,-0.674156,0.22471833333333333,-13.276774908208125,-10.3337411638179,-0.7778646530393,2.154611073951525,4.440938857237574,4.440938857237574,-13.277427981449325,-21.61909167421935,-280.08870472229603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_103.0_degrees.out,H,102.9999987243923,-39.815902244,1.0948862024412953,3120.23,533.3617739831254,-0.675682,0.22522733333333333,-13.299686894420226,-10.29414859857015,-0.74605454391585,2.15734581814905,4.4415647190937255,4.4415647190937255,-13.300394390431524,-21.6055131930794,-280.07870453829014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_103.5_degrees.out,H,103.50000265952195,-39.817017377999996,1.094451608298457,3125.64,535.2129123243697,-0.677233,0.22574433333333332,-13.322517246477176,-10.25441997639715,-0.7142444347924001,2.1600397452689997,4.442149763872299,4.442149763872299,-13.32326555956605,-21.59209798024975,-280.06874517136185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_104.0_degrees.out,H,104.00000854181168,-39.81810715600001,1.094017967592966,3131.04,537.0638268920205,-0.678804,0.22626766666666667,-13.3451707245313,-10.21452808591385,-0.6824071142839,2.162665643926325,4.442707597265825,4.442707597265825,-13.345973460390274,-21.578737190190203,-280.0586497475083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_104.5_degrees.out,H,104.5000103467114,-39.819171624999996,1.093564705160662,3136.63,538.9832317979534,-0.680483,0.22682733333333335,-13.367960259510674,-10.1746634068156,-0.65070585070065,2.1652371198135496,4.44326543065935,4.44326543065935,-13.368831023832275,-21.565852599369023,-280.04874480335013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_105.0_degrees.out,H,105.00000073844917,-39.820210789,1.0931346985396917,3142.02,540.8372060984719,-0.682139,0.22737966666666667,-13.390504892024602,-10.13463545940705,-0.6190045871174,2.1677133558531,4.443741629897725,4.443741629897725,-13.39140286773125,-21.552872768700176,-280.03892149334706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_105.5_degrees.out,H,105.50001307753337,-39.821224696,1.0927037465049108,3147.41,542.6943635423353,-0.68383,0.2279433333333333,-13.412954284690851,-10.094525877843349,-0.58735774630425,2.170121563430025,4.444177012058525,4.444177012058525,-13.413906683167601,-21.54002899495658,-280.029125394729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_106.0_degrees.out,H,106.0000310176809,-39.822213336,1.0922736014535432,3152.81,544.5581585546109,-0.685553,0.228518,-13.4352948318169,-10.0542802393544,-0.55573811687615,2.17247534823685,4.444571577141749,4.444571577141749,-13.436288047371225,-21.527321278138224,-280.0193565074961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_106.5_degrees.out,H,106.49998571197834,-39.82317674,1.091843528957785,3158.22,546.4286088851081,-0.687318,0.229106,-13.45752653340275,-10.0139529667103,-0.5242001216032,2.17476110458105,4.4449117194548755,4.4449117194548755,-13.458574171727175,-21.5147360125526,-280.0095876202632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_107.0_degrees.out,H,107.00001926855406,-39.824114906,1.09141176009531,3163.65,548.3091986186064,-0.689116,0.22970533333333334,-13.47967660083345,-9.973516848526,-0.49268933771530005,2.1769924381551498,4.445211044690424,4.445211044690424,-13.480765056235452,-21.50231401527728,-279.99984594441526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_107.5_degrees.out,H,107.50002119847386,-39.82502782499999,1.0909818074462023,3169.08,550.1930189159257,-0.690941,0.230314,-13.501704217031426,-9.93299909618655,-0.46126018798255003,2.179155743266625,4.445483158540926,4.445483158540926,-13.502833489511001,-21.49000086354215,-279.9901178742599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_108.0_degrees.out,H,107.99999390036237,-39.825915486999996,1.0905506546438726,3174.52,552.0835479890701,-0.692789,0.23092966666666667,-13.523622987689201,-9.89234528692185,-0.4298854610199,2.1812782313005252,4.445700849621325,4.445700849621325,-13.52479307724635,-21.477796557347226,-279.9803898041045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_108.5_degrees.out,H,108.49998294722059,-39.826777892,1.0901197216175835,3179.99,553.9877721189771,-0.694669,0.23155666666666666,-13.545432912806774,-9.851609843501999,-0.3985923682124,2.183346296564325,4.445891329316675,4.445891329316675,-13.546657425134025,-21.46572830807755,-279.9706617339491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_109.0_degrees.out,H,109.00000889539847,-39.827614999999994,1.0896866176320066,3185.47,555.8987647933554,-0.69657,0.23218966666666666,-13.567147598076675,-9.81076555454195,-0.36738090956005004,2.185359939058025,4.44604099193445,4.44604099193445,-13.56838571609645,-21.45375529865555,-279.96094726948627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_109.5_degrees.out,H,109.49999413532929,-39.828426771000004,1.0892531536869117,3190.97,557.8200402607029,-0.698512,0.232837,-13.588699015036275,-9.7697579972716,-0.33622387367780004,2.1873055530891,4.446136231782125,4.446136231782125,-13.58999155582615,-21.441877529081225,-279.9511103537907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_110.0_degrees.out,H,109.99997588905275,-39.829213184,1.0888194718204478,3196.5,559.7551369728061,-0.700451,0.23348366666666667,-13.610168797840725,-9.72875044000125,-0.30523010610585,2.1892103500426003,4.44620426024475,4.44620426024475,-13.611502155708177,-21.43013581643215,-279.94140949502037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_110.5_degrees.out,H,110.49998767160413,-39.82997418,1.0883825118159216,3202.05,561.7006010743441,-0.702414,0.23413766666666666,-13.6315433407975,-9.68760682580565,-0.27431797268905,2.191047118533475,4.4462314716298,4.4462314716298,-13.632890304357476,-21.4185165550158,-279.931681424865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_111.0_degrees.out,H,111.00000174930904,-39.830709718,1.0879438335321665,3207.59,563.645925648141,-0.704387,0.23479533333333333,-13.652809038214075,-9.6463815774549,-0.24351468481245,2.1928566756393,4.44620426024475,4.44620426024475,-13.654156001774052,-21.4069789277546,-279.9219533547096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_111.5_degrees.out,H,111.49999494375379,-39.831419749,1.0875031968894635,3213.15,565.6016540642203,-0.706373,0.23545766666666668,-13.673938678705401,-9.605074694949,-0.21282024247605,2.19462541566755,4.4461226260896005,4.4461226260896005,-13.675312853650425,-21.395563751726122,-279.9122116788617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_112.0_degrees.out,H,112.00001659800427,-39.832104232,1.0870601757471527,3218.73,567.5678228740409,-0.708365,0.23612166666666667,-13.6950002907341,-9.5636589669029,-0.1822618570649,2.19631252154065,4.4460137805494,4.4460137805494,-13.696347254294075,-21.384230209852802,-279.9024563973213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_112.5_degrees.out,H,112.50002285132776,-39.832763147,1.0866143211631507,3224.34,569.5480015586847,-0.710381,0.23679333333333333,-13.715939451530076,-9.52216160470165,-0.15181231719395,2.1979724160287,4.445864117931626,4.445864117931626,-13.717245598012475,-21.372978302134626,-279.89271472147345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_113.0_degrees.out,H,113.00002025777671,-39.833396484999994,1.0861663421429464,3229.98,571.5422454383895,-0.712421,0.23747366666666667,-13.736783372478374,-9.480582608345252,-0.12152604563330001,2.199591493439175,4.445660032543749,4.445660032543749,-13.738007884805626,-21.361835239956648,-279.88294583424045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_113.5_degrees.out,H,113.50000404356165,-39.83400426400001,1.0857128002944016,3235.68,573.5612457653828,-0.714506,0.23816833333333332,-13.757532053579,-9.43889476644865,-0.09134861961285001,2.2011561480795505,4.445401524385776,4.445401524385776,-13.758661326058576,-21.3507602062413,-279.87313612992995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_114.0_degrees.out,H,114.00001057786817,-39.83458653500001,1.0852586896558238,3241.38,575.5838059151517,-0.716583,0.238861,-13.778171889139426,-9.3971252903969,-0.0613344619027,2.2026935913348753,4.44506138207265,4.44506138207265,-13.779178710386276,-21.339753200988575,-279.8633536370045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_114.5_degrees.out,H,114.49998119768941,-39.835143379,1.0848011596008071,3247.13,577.6277146201281,-0.718748,0.239583,-13.7987300905447,-9.35524696880495,-0.0314563611178,2.20420382320515,4.44468042268195,4.44468042268195,-13.799560037788725,-21.328814224198474,-279.8535439326939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_115.0_degrees.out,H,115.00000986988856,-39.835674923999996,1.0843397455959158,3252.92,579.6895022583392,-0.720968,0.24032266666666668,-13.8191930521023,-9.313287013057849,-0.0017415286432,2.2056596323053252,4.4442178291361,4.4442178291361,-13.819832519650976,-21.317943275871002,-279.84370701699834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_115.5_degrees.out,H,115.49999371138408,-39.83618130999999,1.0838754284618612,3258.75,581.7692449567429,-0.723306,0.241102,-13.8395471681197,-9.27121821177055,0.027810035521099997,2.207074624327925,4.4436736014351,4.4436736014351,-13.839968944587975,-21.307126750313625,-279.8338428899177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_116.0_degrees.out,H,116.00000921694344,-39.836662689,1.0834071696541736,3264.63,583.8705963107938,-0.725808,0.241936,-13.8597380158268,-9.22904056494305,0.057225542760149996,2.2084487992729502,4.44304773957895,4.44304773957895,-13.860037341062352,-21.2963374361413,-279.8239107343745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_116.5_degrees.out,H,116.50000203041077,-39.837119178,1.082934719653518,3270.55,585.9900695184572,-0.728553,0.242851,-13.879670355375925,-9.186726861190301,0.08645057030385,2.2097685514478753,4.44228582079755,4.44228582079755,-13.880132948921775,-21.285602544739074,-279.81392415606115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_117.0_degrees.out,H,117.00000624603462,-39.837550829,1.0824579409576807,3276.53,588.1349223670067,-0.731608,0.24386933333333335,-13.89954827215495,-9.14430431189735,0.11548511815220001,2.2110883036228,4.441374239398375,4.441374239398375,-13.900119711241,-21.274908470414424,-279.8039375777478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_117.5_degrees.out,H,117.49999501237635,-39.837957651,1.0819779742243736,3282.56,590.3016761952157,-0.735091,0.24503033333333332,-13.919290132008726,-9.1017184942941,0.1443291863052,2.21236723872015,4.440353812459,4.440353812459,-13.919915993864876,-21.264214396089777,-279.79373330835404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_118.0_degrees.out,H,117.9999889522577,-39.838339274,1.0814944163518765,3288.64,592.4904301061838,-0.739239,0.246413,-13.93889593493725,-9.05891498561045,0.1730099861479,2.21361896243245,4.439197328594375,4.439197328594375,-13.9395217967934,-21.253465898995024,-279.7832297137247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_118.5_degrees.out,H,118.49999847878415,-39.83869595899999,1.0810066825869227,3294.79,594.7085039896015,-0.744206,0.2480686666666667,-13.958488132173251,-9.01608426554175,0.20136424937000003,2.214829869067175,4.4378095479568245,4.4378095479568245,-13.959073176951824,-21.242799036055423,-279.77284857032816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_119.0_degrees.out,H,118.9999983972658,-39.839027023999996,1.0805138126159537,3301.01,596.9560393508899,-0.750348,0.2501156666666666,-13.978012300946624,-8.97309027716275,0.22947361012665,2.215999958624325,4.436258499008975,4.436258499008975,-13.978447683107426,-21.2321729901934,-279.7623177643138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_119.5_degrees.out,H,119.49999927178516,-39.83933209999999,1.08001730347567,3307.3,599.2331793061004,-0.758039,0.25268,-13.997414018487275,-8.92987859770335,0.25736527980289997,2.2171836538739997,4.4344761532882,4.4344761532882,-13.99750925833495,-21.221410887406122,-279.75140599890875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_opt.out,H,119.9999995124095,-39.83960485200001,1.0794894214902755,3313.65,601.5364379187758,-0.767912,0.2559706666666666,-14.016557227869951,-8.8869662434795,0.28498483562865,2.21835374343115,4.432448905101975,4.432448905101975,-14.017278329573776,-21.211233829397422,-279.74086158720183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH3_radical_120.0_degrees.out,H,120.0,-39.839611336,1.0795142371796678,3313.68,601.5473299410639,-0.767955,0.255985,-14.016380353867126,-8.886585284088799,0.2849032014735,2.2183401377386254,4.432394482331874,4.432394482331874,-14.016965398645702,-21.210716813081476,-279.74045341642613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
